BarcodeID,TripID,Date,GearID,TimeDay,TimeBegin,TimeElapsed,DepthTotal,DepthSample,DepthIntegrated,Velocity,Volume,Temperature,Discharge,Stage,SpC,FlagStrange,Notes
D06766,LF20120106,1/6/2012,4,Day,15:08:00,330,17,15,0,0.71,47.52,10.6,14400,9.62,553,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06767,LF20120106,1/6/2012,4,Day,13:58:00,330,17,4.5,0,0.86,57.31,10.6,12800,9.29,552,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06768,LF20120106,1/6/2012,4,Day,13:58:00,330,17,4.5,0,0.79,53.03,10.6,12800,9.29,552,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06769,LF20120106,1/6/2012,4,Day,14:18:00,315,17,4.5,0,0.78,50.11,10.6,13000,9.33,552,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06770,LF20120106,1/6/2012,4,Day,14:18:00,315,17,4.5,0,0.75,47.95,10.6,13000,9.33,552,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06771,LF20120106,1/6/2012,4,Day,14:33:00,320,17,10,0,0.79,51.36,10.6,13300,9.39,553,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06772,LF20120106,1/6/2012,4,Day,14:33:00,320,17,10,0,0.76,49.12,10.6,13300,9.39,553,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06773,LF20120106,1/6/2012,4,Day,14:50:00,360,17,10,0,0.81,59.25,10.6,13600,9.46,553,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06774,LF20120106,1/6/2012,4,Day,14:50:00,360,17,10,0,0.79,57.29,10.6,13600,9.46,553,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06775,LF20120106,1/6/2012,4,Day,15:08:00,330,17,15,0,0.76,51,10.6,14400,9.62,553,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06776,LF20120106,1/6/2012,4,Day,15:22:00,333,17,15,0,0.75,50.68,10.6,14400,9.62,553,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06777,LF20120106,1/6/2012,4,Day,15:22:00,333,17,15,0,0.72,48.36,10.6,14400,9.62,553,1,Used Bongo sampler. Depth experiments. Buoy. Barcode retroactively assigned (2017-07-06 JDM).
D06778,LF20120208,2/8/2012,6,Day,12:00:00,324,NA,NA,1,0.41,26.92,9.2,8390,8.21,626,0,"Depth-integrated sample group missing Sample #s 1, 4, 5 because of bad flowmeter readings; removed from dataset. Barcode retroactively assigned (2017-07-06 JDM)."
D06779,LF20120208,2/8/2012,6,Day,12:17:00,322,NA,NA,1,0.43,28.07,9.2,8250,8.17,626,0,"Depth-integrated sample group missing Sample #s 1, 4, 5 because of bad flowmeter readings; removed from dataset. Barcode retroactively assigned (2017-07-06 JDM)."
D06780,LF20120208,2/8/2012,6,Day,12:59:00,321,NA,NA,1,0.26,17.13,9.2,7900,8.07,624,0,"Depth-integrated sample group missing Sample #s 1, 4, 5 because of bad flowmeter readings; removed from dataset. Barcode retroactively assigned (2017-07-06 JDM)."
D06781,LF20120208,2/8/2012,6,Day,13:06:00,320,NA,NA,1,0.46,29.85,9.2,7900,8.07,624,0,Barcode retroactively assigned (2017-07-06 JDM).
D06783,LF20120208,2/8/2012,6,Day,13:41:00,302,NA,NA,1,0.35,21.31,9.2,7830,8.05,624,0,Barcode retroactively assigned (2017-07-06 JDM).
D06784,LF20120208,2/8/2012,6,Day,13:48:00,307,NA,NA,1,0.48,29.73,9.2,7830,8.05,624,0,Barcode retroactively assigned (2017-07-06 JDM).
D06787,LF20120208,2/8/2012,6,Day,14:14:00,309,NA,NA,1,0.48,30.2,9.2,8070,8.12,624,0,Barcode retroactively assigned (2017-07-06 JDM).
D06790,LF20120208,2/8/2012,6,Crepuscular,18:50:00,305,NA,NA,1,0.48,29.56,9.4,12400,9.2,619,0,Barcode retroactively assigned (2017-07-06 JDM).
D06792,LF20120208,2/8/2012,6,Night,19:07:00,302,NA,NA,1,0.4,24.21,9.4,12400,9.21,619,0,Barcode retroactively assigned (2017-07-06 JDM).
D06793,LF20120208,2/8/2012,6,Night,19:13:00,311,NA,NA,1,0.45,28.66,9.4,12600,9.24,619,0,Barcode retroactively assigned (2017-07-06 JDM).
D06796,LF20120208,2/8/2012,6,Night,19:39:00,335,NA,NA,1,0.45,30.87,9.4,12700,9.26,617,0,Barcode retroactively assigned (2017-07-06 JDM).
D06797,LF20120208,2/8/2012,6,Night,19:46:00,263,NA,NA,1,0.38,20.47,9.4,12700,9.26,617,0,Barcode retroactively assigned (2017-07-06 JDM).
D06798,LF20120208,2/8/2012,6,Night,19:51:00,311,NA,NA,1,0.45,28.68,9.4,12700,9.26,617,0,Barcode retroactively assigned (2017-07-06 JDM).
D06800,LF20120208,2/8/2012,6,Night,20:07:00,254,NA,NA,1,0.44,22.43,9.4,12800,9.28,617,0,Barcode retroactively assigned (2017-07-06 JDM).
D06802,LF20120208,2/8/2012,6,Night,20:29:00,316,NA,NA,1,0.46,29.5,9.4,12800,9.29,617,0,Barcode retroactively assigned (2017-07-06 JDM).
D06804,LF20120208,2/8/2012,6,Night,20:43:00,316,NA,NA,1,0.39,24.91,9.5,12900,9.3,616,0,Barcode retroactively assigned (2017-07-06 JDM).
D06805,LF20120208,2/8/2012,4,Day,14:21:00,304,NA,NA,1,0.3,18.35,9.2,8070,8.12,624,0,Barcode retroactively assigned (2017-07-06 JDM).
D06808,LF20120208,2/9/2012,6,Day,9:38:00,626,NA,NA,1,0.56,70.98,9.3,10800,8.83,626,1,Cableway. Long sample duration verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM).
D06833,LF20120208,2/10/2012,6,Day,16:50:00,611,NA,NA,1,0.57,70.76,9.1,11900,9.09,653,1,Cableway. Long sample duration verified (2017-06-28 JDM). Barcode retroactively assigned (2017-07-06 JDM).
D06838,LF20120314,3/14/2012,4,Night,22:31:00,307,17,5,0,0.55,34.13,9.2,10600,8.78,749,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06839,LF20120314,3/14/2012,4,Night,22:43:00,303,17,5,0,0.54,33.09,9.2,10500,8.77,749,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06840,LF20120314,3/14/2012,4,Night,22:50:00,311,17,10,0,0.58,36.45,9.2,10500,8.77,749,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06841,LF20120314,3/14/2012,4,Night,22:57:00,312,17,10,0,0.51,32.1,9.2,10500,8.77,749,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06842,LF20120314,3/14/2012,4,Night,23:04:00,295,17,15,0,0.49,29.02,9.2,10500,8.77,749,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06843,LF20120314,3/14/2012,4,Night,23:11:00,310,17,15,0,0.52,32.65,9.2,10600,8.78,749,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06844,LF20120314,3/14/2012,4,Night,21:30:00,370,17,NA,1,0.58,43.38,9,10600,8.79,745,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06845,LF20120314,3/14/2012,4,Night,20:30:00,374,17,NA,1,0.57,42.86,8.9,10700,8.82,741,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06846,LF20120314,3/14/2012,6,Night,20:30:00,374,17,NA,1,0.57,43.37,8.9,10700,8.82,741,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06847,LF20120314,3/14/2012,4,Night,20:46:00,371,17,NA,1,0.57,42.54,9,10700,8.82,745,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06848,LF20120314,3/14/2012,6,Night,20:46:00,371,17,NA,1,0.58,43.9,9,10700,8.82,745,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06849,LF20120314,3/14/2012,6,Night,21:02:00,378,17,NA,1,0.56,43,9,10700,8.81,745,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06850,LF20120314,3/14/2012,6,Night,21:30:00,370,17,NA,1,0.57,42.55,9,10600,8.79,745,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06851,LF20120314,3/14/2012,4,Night,21:47:00,383,17,NA,1,0.57,44.35,9.1,10600,8.79,748,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06852,LF20120314,3/14/2012,6,Night,21:47:00,383,17,NA,1,0.56,43.52,9.1,10600,8.79,748,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06853,LF20120314,3/14/2012,4,Night,22:04:00,330,17,NA,1,0.56,37.42,9.1,10600,8.79,748,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06854,LF20120314,3/14/2012,6,Night,22:04:00,330,17,NA,1,0.56,37.13,9.1,10600,8.79,748,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06855,LF20120314,3/14/2012,4,Night,21:02:00,378,17,NA,1,0.59,45.05,9,10700,8.81,745,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06856,LF20120314,3/15/2012,4,Day,15:14:00,305,16.5,5,0,0.47,28.97,8.4,8750,8.31,741,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06857,LF20120314,3/15/2012,4,Day,15:14:00,305,16.5,5,0,0.44,27.5,8.4,8750,8.31,741,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06858,LF20120314,3/15/2012,4,Day,15:28:00,312,16.5,10,0,0.4,25.51,8.4,9050,8.39,741,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06859,LF20120314,3/15/2012,4,Day,15:28:00,312,16.5,10,0,0.4,25.56,8.4,9050,8.39,741,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06860,LF20120314,3/15/2012,4,Day,15:43:00,314,16.5,15,0,0.38,23.89,8.4,9310,8.46,741,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06861,LF20120314,3/15/2012,4,Day,15:43:00,314,16.5,15,0,0.39,24.57,8.4,9310,8.46,741,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06868,LF20120314,3/15/2012,6,Day,13:37:00,366,17,NA,1,0.45,33.34,8.4,7230,7.87,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06869,LF20120314,3/15/2012,4,Day,13:02:00,364,17,NA,1,0.45,33.54,8.4,7200,7.86,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06870,LF20120314,3/15/2012,6,Day,13:02:00,364,17,NA,1,0.45,33.17,8.4,7200,7.86,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06871,LF20120314,3/15/2012,4,Day,13:17:00,374,17,NA,1,0.47,35.59,8.4,7200,7.86,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06872,LF20120314,3/15/2012,6,Day,13:17:00,374,17,NA,1,0.46,34.97,8.4,7200,7.86,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06873,LF20120314,3/15/2012,4,Day,13:37:00,366,17,NA,1,0.44,32.87,8.4,7230,7.87,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06874,LF20120314,3/15/2012,4,Day,13:51:00,320,17,NA,1,0.44,28.65,8.4,7330,7.9,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06875,LF20120314,3/15/2012,6,Day,13:51:00,320,17,NA,1,0.44,28.24,8.4,7330,7.9,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06876,LF20120314,3/15/2012,4,Day,14:04:00,332,17,NA,1,0.41,27.67,8.4,7460,7.94,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06877,LF20120314,3/15/2012,6,Day,14:04:00,332,17,NA,1,0.42,28.4,8.4,7460,7.94,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06878,LF20120314,3/15/2012,4,Day,14:17:00,338,17,NA,1,0.41,28.36,8.4,7630,7.99,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06879,LF20120314,3/15/2012,6,Day,14:17:00,338,17,NA,1,0.42,28.9,8.4,7630,7.99,739,1,"Used Bongo sampler for Day/Night 250/500 um mesh comparison, with 250 um mesh net on one side and 500 um on the other side. Barcode retroactively assigned (2017-07-06 JDM)."
D06880,LF20120314,3/16/2012,4,Crepuscular,7:39:00,309,16,4,0,0.32,20.27,9,10900,8.85,750,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06881,LF20120314,3/16/2012,4,Crepuscular,7:49:00,302,16,4,0,0.24,14.59,9,10900,8.85,750,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06882,LF20120314,3/16/2012,4,Day,7:58:00,303,16,9,0,0.35,21.6,9,10600,8.79,750,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06883,LF20120314,3/16/2012,4,Day,8:07:00,310,16,9,0,0.35,21.98,9,10600,8.79,750,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06884,LF20120314,3/16/2012,4,Day,8:18:00,310,16,14,0,0.34,21.59,9,10400,8.74,750,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06885,LF20120314,3/16/2012,4,Day,8:28:00,313,16,14,0,0.34,21.67,9,10100,8.66,750,1,Used Bongo sampler. Depth experiments. Barcode retroactively assigned (2017-07-06 JDM).
D06940,LF20120420,4/20/2012,4,Day,14:17:30,182,17,NA,1,0.42,15.65,8.7,7230,7.87,732,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D06941,LF20120420,4/20/2012,4,Day,14:27:00,188,17,NA,1,0.43,16.41,8.7,7200,7.86,733,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D06942,LF20120420,4/20/2012,4,Day,14:37:09,184,17,NA,1,0.42,15.73,8.7,7200,7.86,733,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D06943,LF20120420,4/20/2012,4,Day,14:46:32,180,17,NA,1,0.43,15.84,8.7,7200,7.86,732,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D06944,LF20120420,4/20/2012,4,Day,14:55:23,176,17,NA,1,0.44,15.86,8.8,7200,7.86,732,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07010,LF20120531,5/31/2012,4,Night,20:35:15,375,17,NA,1,0.5,37.8,10,11200,8.92,682,1,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07011,LF20120531,5/31/2012,4,Night,20:52:50,315,17,NA,1,0.57,36.24,10.1,11300,8.95,684,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07012,LF20120531,5/31/2012,4,Night,21:09:37,323,17,NA,1,0.49,32.21,10.1,11300,8.96,685,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07013,LF20120531,5/31/2012,4,Night,21:27:35,320,17,NA,1,0.57,36.78,10.2,11400,8.98,687,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07014,LF20120531,5/31/2012,4,Night,21:44:00,310,17,NA,1,0.55,34.41,10.2,11500,9,683,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07015,LF20120531,5/31/2012,5,Night,20:35:15,375,17,NA,1,0.36,27.31,10,11200,8.92,682,1,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07016,LF20120531,5/31/2012,5,Night,20:52:50,315,17,NA,1,0.58,36.89,10.1,11300,8.95,684,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07017,LF20120531,5/31/2012,5,Night,21:09:37,323,17,NA,1,0.53,35.01,10.1,11300,8.96,685,1,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07018,LF20120531,5/31/2012,5,Night,21:27:35,320,17,NA,1,0.57,36.93,10.2,11400,8.98,687,1,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07019,LF20120531,5/31/2012,5,Night,21:44:00,310,17,NA,1,0.55,34.37,10.2,11500,9,683,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07020,LF20120531,6/1/2012,4,Day,11:13:10,310,17,NA,1,0.61,38.49,9.4,9120,8.41,686,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07021,LF20120531,6/1/2012,4,Day,11:28:21,300,17,NA,1,0.66,40.02,9.4,9120,8.41,683,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07022,LF20120531,6/1/2012,4,Day,11:48:45,310,17,NA,1,0.63,39.82,9.3,9120,8.41,684,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07023,LF20120531,6/1/2012,4,Day,12:03:58,302,17,NA,1,0.64,39.2,9.3,9090,8.4,681,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07024,LF20120531,6/1/2012,4,Day,12:23:45,300,17,NA,1,0.68,41.47,9.3,9090,8.4,685,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07028,LF20120531,6/1/2012,5,Day,11:28:21,300,17,NA,1,0.66,40.02,9.4,9120,8.41,683,0,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07029,LF20120531,6/1/2012,5,Day,11:48:45,310,17,NA,1,0.58,36.6,9.3,9120,8.41,684,1,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07030,LF20120531,6/1/2012,5,Day,12:03:58,302,17,NA,1,0.64,39.46,9.3,9090,8.4,681,1,Used Bongo sampler for 250 um/363 um mesh size comparison. Barcode retroactively assigned (2017-07-06 JDM).
D07034,LF20120706,7/6/2012,4,Day,13:37:06,245,18,NA,1,0.66,32.64,9.2,9980,8.63,688,0,Monthly sampling at buoy. Barcode retroactively assigned (2017-07-06 JDM).
D07035,LF20120706,7/6/2012,4,Day,13:47:14,212,18,NA,1,0.66,28.34,9.2,9940,8.62,682,0,Monthly sampling at buoy. Barcode retroactively assigned (2017-07-06 JDM).
D07036,LF20120706,7/6/2012,4,Day,14:07:51,220,18,NA,1,0.66,29.53,9.2,10100,8.65,686,0,Monthly sampling at buoy. Barcode retroactively assigned (2017-07-06 JDM).
D07037,LF20120706,7/6/2012,4,Day,14:18:49,180,18,NA,1,0.81,29.65,9.2,10100,8.65,686,0,Monthly sampling at buoy. Barcode retroactively assigned (2017-07-06 JDM).
D07038,LF20120706,7/6/2012,4,Day,14:28:51,192,18,NA,1,0.65,25.49,9.2,10100,8.66,684,0,Monthly sampling at buoy. Barcode retroactively assigned (2017-07-06 JDM).
D07039,LF20120725,7/25/2012,4,Day,12:18:40,283,19,NA,1,0.61,34.91,9.3,10500,8.76,648,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07040,LF20120725,7/25/2012,4,Day,12:30:40,305,19,NA,1,0.67,41.25,9.3,10500,8.75,648,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07041,LF20120725,7/25/2012,4,Day,12:40:28,295,19,NA,1,0.67,39.85,9.3,10400,8.74,648,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07042,LF20120725,7/25/2012,4,Day,12:49:20,305,19,NA,1,0.61,37.46,9.3,10400,8.74,648,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07043,LF20120725,7/25/2012,4,Day,12:57:30,278,19,NA,1,0.67,37.57,9.3,10300,8.72,648,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07044,LF20120822,8/22/2012,4,Day,16:00:00,300,18,NA,1,0.53,32.45,10.2,10100,8.65,664,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07045,LF20120822,8/22/2012,4,Day,16:14:00,300,18,NA,1,0.66,39.88,10.2,10400,8.74,664,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07046,LF20120822,8/22/2012,4,Day,16:25:00,300,18,NA,1,0.78,47.42,10.2,10800,8.83,663,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07047,LF20120822,8/22/2012,4,Night,19:40:00,300,18,NA,1,0.9,54.47,10.6,15700,9.87,659,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07048,LF20120822,8/22/2012,4,Night,19:50:00,300,18,NA,1,0.73,44.3,10.6,15700,9.87,659,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07049,LF20120822,8/22/2012,4,Night,20:00:00,300,18,NA,1,0.75,45.68,10.7,16000,9.93,657,0,Monthly sampling. Barcode retroactively assigned (2017-07-06 JDM).
D07657,LF20160511,5/11/2016,4,Day,16:11:12,240,20,NA,1,0.66,32.23,8.8,9820,8.56,798,0,Barcode retroactively assigned (2017-07-06 JDM).
D07774,LF20171213,12/13/2017,4,Day,14:44:00,303,NA,7,0,0.72,44.02,12.1,8900,8.37,665,0,
