BarcodeID,SpeciesID,CountTotal,SizeMean,SizeMedian,SizeSD,BiomassTotal,Notes
D06783,CHIL,3,3.67,4,1.53,0.2,
D06783,GAMM,0,NA,NA,NA,0,
D06783,NZMS,19,0.55,0.5,0.16,0.1,
D06783,SIML,0,NA,NA,NA,0,
D06784,CHIL,1,4,4,NA,0.07,
D06784,GAMM,0,NA,NA,NA,0,
D06784,NZMS,2,1.5,1.5,0.71,0.13,
D06784,SIML,0,NA,NA,NA,0,
D06787,CHIL,0,NA,NA,NA,0,
D06787,GAMM,0,NA,NA,NA,0,
D06787,NZMS,3,0.83,1,0.29,0.04,
D06787,SIML,0,NA,NA,NA,0,
D06790,CHIL,5,2.4,2,0.89,0.11,
D06790,GAMM,0,NA,NA,NA,0,
D06790,NZMS,5,1,1,0.61,0.16,
D06790,SIML,0,NA,NA,NA,0,
D06792,CHIL,0,NA,NA,NA,0,
D06792,GAMM,0,NA,NA,NA,0,
D06792,NZMS,69,0.53,0.5,0.12,0.32,
D06792,SIML,0,NA,NA,NA,0,
D06793,CHIL,2,5.5,5.5,0.71,0.31,
D06793,GAMM,0,NA,NA,NA,0,
D06793,NZMS,12,1.29,1,0.69,0.67,
D06793,SIML,0,NA,NA,NA,0,
D06796,CHIL,1,4,4,NA,0.07,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06796,GAMM,1,3,3,NA,0.2,
D06796,NZMS,5,1.2,1,0.45,0.19,
D06796,SIML,0,NA,NA,NA,0,
D06797,CHIL,4,3.25,3.5,0.96,0.17,
D06797,GAMM,0,NA,NA,NA,0,
D06797,NZMS,70,0.56,0.5,0.22,0.45,
D06797,SIML,0,NA,NA,NA,0,
D06798,CHIL,1,4,4,NA,0.07,
D06798,GAMM,1,3,3,NA,0.2,
D06798,NZMS,6,1,1,0.55,0.18,
D06798,SIML,0,NA,NA,NA,0,
D06800,CHIL,5,3.4,3,0.55,0.22,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06800,GAMM,6,3,3,1.55,1.89,
D06800,NZMS,22,0.82,0.5,0.52,0.47,
D06800,SIML,0,NA,NA,NA,0,
D06802,CHIL,2,3,3,0,0.06,
D06802,GAMM,0,NA,NA,NA,0,
D06802,NZMS,17,0.97,1,0.33,0.38,
D06802,SIML,0,NA,NA,NA,0,
D06804,CHIL,7,3.86,4,0.9,0.46,
D06804,GAMM,1,6,6,NA,1.45,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06804,NZMS,33,0.76,0.5,0.52,0.66,
D06804,SIML,1,2,2,NA,0.02,
D06805,CHIL,5,3.2,3,1.64,0.27,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06805,GAMM,2,3,3,1.41,0.51,
D06805,NZMS,39,0.54,0.5,0.13,0.19,
D06805,SIML,0,NA,NA,NA,0,
D06808,CHIL,0,NA,NA,NA,0,
D06808,GAMM,0,NA,NA,NA,0,
D06808,NZMS,3,1.33,1,0.58,0.15,
D06808,SIML,0,NA,NA,NA,0,
D06833,CHIL,3,5.33,6,1.15,0.46,
D06833,GAMM,0,NA,NA,NA,0,
D06833,NZMS,5,1.8,2,0.84,0.55,
D06833,SIML,0,NA,NA,NA,0,
D06838,CHIL,4,1.25,1,0.5,0.02,
D06838,GAMM,0,NA,NA,NA,0,
D06838,NZMS,12,0.62,0.5,0.23,0.09,
D06838,SIML,0,NA,NA,NA,0,
D06839,CHIL,6,3.67,2.5,2.25,0.54,
D06839,GAMM,2,5.5,5.5,2.12,2.7,
D06839,NZMS,5,0.9,1,0.22,0.08,
D06839,SIML,0,NA,NA,NA,0,
D06840,CHIL,11,1.82,2,0.87,0.15,
D06840,GAMM,0,NA,NA,NA,0,
D06840,NZMS,14,0.64,0.5,0.23,0.12,
D06840,SIML,0,NA,NA,NA,0,
D06841,CHIL,6,2,2,0.89,0.08,
D06841,GAMM,0,NA,NA,NA,0,
D06841,NZMS,3,0.83,1,0.29,0.04,
D06841,SIML,0,NA,NA,NA,0,
D06842,CHIL,11,2.55,2,0.93,0.27,
D06842,GAMM,0,NA,NA,NA,0,
D06842,NZMS,6,0.5,0.5,0,0.02,
D06842,SIML,0,NA,NA,NA,0,
D06843,CHIL,12,1.75,2,0.75,0.12,
D06843,GAMM,0,NA,NA,NA,0,
D06843,NZMS,16,0.62,0.5,0.22,0.12,
D06843,SIML,0,NA,NA,NA,0,
D06844,CHIL,4,1.75,2,0.5,0.03,
D06844,GAMM,0,NA,NA,NA,0,
D06844,NZMS,1,0.5,0.5,NA,0,
D06844,SIML,0,NA,NA,NA,0,
D06845,CHIL,5,3.4,3,1.14,0.26,
D06845,GAMM,0,NA,NA,NA,0,
D06845,NZMS,17,0.97,1,0.54,0.49,
D06845,SIML,0,NA,NA,NA,0,
D06846,CHIL,1,3,3,NA,0.03,
D06846,GAMM,1,2,2,NA,0.06,
D06846,NZMS,14,1.5,1,0.92,1.25,
D06846,SIML,0,NA,NA,NA,0,
D06847,CHIL,9,2.22,2,1.2,0.2,
D06847,GAMM,0,NA,NA,NA,0,
D06847,NZMS,17,0.82,1,0.39,0.3,
D06847,SIML,0,NA,NA,NA,0,
D06848,CHIL,5,2.8,2,1.1,0.16,
D06848,GAMM,0,NA,NA,NA,0,
D06848,NZMS,9,1.5,1,1.7,1.7,
D06848,SIML,0,NA,NA,NA,0,
D06849,CHIL,3,3.67,3,1.15,0.18,
D06849,GAMM,0,NA,NA,NA,0,
D06849,NZMS,7,0.64,0.5,0.24,0.06,
D06849,SIML,0,NA,NA,NA,0,
D06850,CHIL,6,2.5,2,1.87,0.24,
D06850,GAMM,1,5,5,NA,0.86,
D06850,NZMS,10,0.85,1,0.24,0.15,
D06850,SIML,0,NA,NA,NA,0,
D06851,CHIL,12,2,2,0.74,0.17,
D06851,GAMM,2,4,4,2.83,1.51,
D06851,NZMS,44,0.65,0.5,0.3,0.43,
D06851,SIML,0,NA,NA,NA,0,
D06852,CHIL,4,2.75,3,0.5,0.1,
D06852,GAMM,1,3,3,NA,0.2,
D06852,NZMS,7,1.14,1,0.38,0.23,
D06852,SIML,0,NA,NA,NA,0,
D06853,CHIL,3,2.67,3,0.58,0.07,
D06853,GAMM,0,NA,NA,NA,0,
D06853,NZMS,3,1.33,1,0.58,0.15,
D06853,SIML,0,NA,NA,NA,0,
D06854,CHIL,0,NA,NA,NA,0,
D06854,GAMM,1,3,3,NA,0.2,
D06854,NZMS,6,1.17,1,0.41,0.21,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06854,SIML,0,NA,NA,NA,0,
D06855,CHIL,10,2.4,2,0.97,0.23,
D06855,GAMM,0,NA,NA,NA,0,
D06855,NZMS,8,1.06,1,0.62,0.29,
D06855,SIML,0,NA,NA,NA,0,
D06856,CHIL,14,2.36,2,1.22,0.37,
D06856,GAMM,0,NA,NA,NA,0,
D06856,NZMS,2,0.75,0.75,0.35,0.02,
D06856,SIML,0,NA,NA,NA,0,
D06857,CHIL,2,2.5,2.5,0.71,0.04,
D06857,GAMM,0,NA,NA,NA,0,
D06857,NZMS,1,1,1,NA,0.02,
D06857,SIML,0,NA,NA,NA,0,
D06858,CHIL,15,2.4,3,0.91,0.34,
D06858,GAMM,0,NA,NA,NA,0,
D06858,NZMS,1,0.5,0.5,NA,0,
D06858,SIML,0,NA,NA,NA,0,
D06859,CHIL,5,2.4,2,0.55,0.09,
D06859,GAMM,0,NA,NA,NA,0,
D06859,NZMS,1,1,1,NA,0.02,
D06859,SIML,0,NA,NA,NA,0,
D06860,CHIL,5,3,2,1.73,0.25,
D06860,GAMM,1,0.5,0.5,NA,0,
D06860,NZMS,3,0.83,1,0.29,0.04,
D06860,SIML,0,NA,NA,NA,0,
D06861,CHIL,18,2.39,2,1.14,0.47,
D06861,GAMM,0,NA,NA,NA,0,
D06861,NZMS,4,0.62,0.5,0.25,0.03,
D06861,SIML,0,NA,NA,NA,0,
D06868,CHIL,3,3.33,3,0.58,0.13,
D06868,GAMM,0,NA,NA,NA,0,
D06868,NZMS,2,1,1,0,0.04,
D06868,SIML,0,NA,NA,NA,0,
D06869,CHIL,6,1.83,1.5,0.98,0.08,
D06869,GAMM,0,NA,NA,NA,0,
D06869,NZMS,4,0.5,0.5,0,0.01,
D06869,SIML,0,NA,NA,NA,0,
D06870,CHIL,0,NA,NA,NA,0,
D06870,GAMM,0,NA,NA,NA,0,
D06870,NZMS,2,0.75,0.75,0.35,0.02,
D06870,SIML,0,NA,NA,NA,0,
D06871,CHIL,17,1.71,1,1.05,0.22,
D06871,GAMM,0,NA,NA,NA,0,
D06871,NZMS,18,0.58,0.5,0.19,0.12,
D06871,SIML,0,NA,NA,NA,0,
D06872,CHIL,3,3.67,4,0.58,0.16,
D06872,GAMM,0,NA,NA,NA,0,
D06872,NZMS,0,NA,NA,NA,0,
D06872,SIML,0,NA,NA,NA,0,
D06873,CHIL,16,2.16,2,0.96,0.29,
D06873,GAMM,0,NA,NA,NA,0,
D06873,NZMS,7,0.5,0.5,0,0.03,
D06873,SIML,0,NA,NA,NA,0,
D06874,CHIL,21,2.76,3,1.3,0.77,
D06874,GAMM,0,NA,NA,NA,0,
D06874,NZMS,9,0.78,1,0.26,0.11,
D06874,SIML,0,NA,NA,NA,0,
D06875,CHIL,3,3.67,3,1.15,0.18,
D06875,GAMM,0,NA,NA,NA,0,
D06875,NZMS,2,0.75,0.75,0.35,0.02,
D06875,SIML,0,NA,NA,NA,0,
D06876,CHIL,6,2,1.5,1.55,0.15,
D06876,GAMM,0,NA,NA,NA,0,
D06876,NZMS,3,1,0.5,0.87,0.12,
D06876,SIML,0,NA,NA,NA,0,
D06877,CHIL,2,3.5,3.5,0.71,0.1,
D06877,GAMM,0,NA,NA,NA,0,
D06877,NZMS,1,2,2,NA,0.11,
D06877,SIML,0,NA,NA,NA,0,
D06878,CHIL,14,1.79,2,0.78,0.15,
D06878,GAMM,0,NA,NA,NA,0,
D06878,NZMS,1,1,1,NA,0.02,
D06878,SIML,0,NA,NA,NA,0,
D06879,CHIL,4,2.75,3,0.5,0.1,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06879,GAMM,0,NA,NA,NA,0,
D06879,NZMS,3,1.33,1,0.58,0.15,
D06879,SIML,0,NA,NA,NA,0,
D06880,CHIL,0,NA,NA,NA,0,
D06880,GAMM,0,NA,NA,NA,0,
D06880,NZMS,1,1,1,NA,0.02,
D06880,SIML,1,3,3,NA,0.05,
D06881,CHIL,2,3,3,0,0.06,
D06881,GAMM,0,NA,NA,NA,0,
D06881,NZMS,0,NA,NA,NA,0,
D06881,SIML,0,NA,NA,NA,0,
D06882,CHIL,1,2,2,NA,0.01,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06882,GAMM,0,NA,NA,NA,0,
D06882,NZMS,0,NA,NA,NA,0,
D06882,SIML,0,NA,NA,NA,0,
D06883,CHIL,2,2.5,2.5,0.71,0.04,
D06883,GAMM,0,NA,NA,NA,0,
D06883,NZMS,4,0.75,0.75,0.29,0.05,
D06883,SIML,0,NA,NA,NA,0,
D06884,CHIL,1,3,3,NA,0.03,
D06884,GAMM,0,NA,NA,NA,0,
D06884,NZMS,3,1,1,0,0.06,
D06884,SIML,0,NA,NA,NA,0,
D06885,CHIL,6,2.5,2,1.22,0.16,
D06885,GAMM,0,NA,NA,NA,0,
D06885,NZMS,1,1,1,NA,0.02,
D06885,SIML,0,NA,NA,NA,0,
D06940,CHIL,34,2.46,2,1.46,1.14,
D06940,GAMM,0,NA,NA,NA,0,
D06940,NZMS,6,0.5,0.5,0,0.02,
D06940,SIML,0,NA,NA,NA,0,
D06941,CHIL,24,2.62,2,1.31,0.82,
D06941,GAMM,1,1,1,NA,0.01,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06941,NZMS,9,1.56,2,1.07,0.91,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06941,SIML,0,NA,NA,NA,0,
D06942,CHIL,22,2.43,2,1.56,0.8,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06942,GAMM,1,1,1,NA,0.01,
D06942,NZMS,5,0.7,0.5,0.27,0.05,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06942,SIML,0,NA,NA,NA,0,
D06943,CHIL,22,2.55,2,1.18,0.66,
D06943,GAMM,0,NA,NA,NA,0,
D06943,NZMS,8,0.69,0.5,0.53,0.14,
D06943,SIML,0,NA,NA,NA,0,
D06944,CHIL,18,2.22,2,1.11,0.41,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D06944,GAMM,0,NA,NA,NA,0,
D06944,NZMS,5,0.5,0.5,0,0.02,
D06944,SIML,1,1,1,NA,0,
D07010,CHIL,192,2.89,3,1.03,6.81,
D07010,GAMM,2,2.5,2.5,0.71,0.26,
D07010,NZMS,17,0.91,0.5,0.87,0.76,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D07010,SIML,0,NA,NA,NA,0,
D07011,CHIL,255,3.32,3,1.45,14.8,
D07011,GAMM,0,NA,NA,NA,0,
D07011,NZMS,3,1.5,2,0.87,0.22,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D07011,SIML,0,NA,NA,NA,0,
D07012,CHIL,56,2.91,3,1.08,2.14,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D07012,GAMM,1,5,5,NA,0.86,
D07012,NZMS,0,NA,NA,NA,0,
D07012,SIML,2,3.5,3.5,0.71,0.18,
D07013,CHIL,175,2.86,3,1.03,6.15,
D07013,GAMM,2,1.5,1.5,0.71,0.07,
D07013,NZMS,7,0.93,0.5,0.93,0.33,
D07013,SIML,0,NA,NA,NA,0,
D07014,CHIL,137,2.94,3,0.95,5.03,
D07014,GAMM,3,3,3,1,0.71,
D07014,NZMS,2,2.5,2.5,0.71,0.4,
D07014,SIML,1,9,9,NA,1.49,
D07015,CHIL,115,2.9,3,1.31,4.77,
D07015,GAMM,3,2,2,1,0.27,
D07015,NZMS,8,2.19,2,1.13,1.5,
D07015,SIML,2,4,4,2.83,0.46,
D07016,CHIL,122,3.11,3,0.94,5.02,
D07016,GAMM,1,2,2,NA,0.06,
D07016,NZMS,2,3.5,3.5,0.71,0.87,
D07016,SIML,0,NA,NA,NA,0,
D07017,CHIL,107,2.84,3,0.86,3.55,
D07017,GAMM,2,3.5,3.5,0.71,0.65,
D07017,NZMS,0,NA,NA,NA,0,
D07017,SIML,0,NA,NA,NA,0,
D07018,CHIL,46,3.15,3,1.13,2.14,
D07018,GAMM,1,4,4,NA,0.45,
D07018,NZMS,6,1.08,0.75,0.74,0.25,
D07018,SIML,0,NA,NA,NA,0,
D07019,CHIL,95,3.09,3,1.32,4.54,
D07019,GAMM,2,1,1,0,0.02,
D07019,NZMS,1,0.5,0.5,NA,0,
D07019,SIML,1,2,2,NA,0.02,
D07020,CHIL,194,2.47,2,1.38,6.31,
D07020,GAMM,6,1.17,1,0.41,0.1,
D07020,NZMS,2,1.5,1.5,0.71,0.13,
D07020,SIML,0,NA,NA,NA,0,
D07021,CHIL,181,3.3,3,1.14,9.1,
D07021,GAMM,1,2,2,NA,0.06,
D07021,NZMS,5,1.5,0.5,1.97,1.03,
D07021,SIML,0,NA,NA,NA,0,
D07022,CHIL,195,2.89,3,0.97,7.02,
D07022,GAMM,3,2,2,1,0.27,
D07022,NZMS,36,0.56,0.5,0.16,0.2,
D07022,SIML,1,3,3,NA,0.05,
D07023,CHIL,245,3.14,3,1.1,10.99,
D07023,GAMM,0,NA,NA,NA,0,
D07023,NZMS,35,0.66,0.5,0.43,0.47,
D07023,SIML,0,NA,NA,NA,0,
D07024,CHIL,289,2.62,3,0.9,7.97,
D07024,GAMM,4,1.75,1.5,0.96,0.28,
D07024,NZMS,8,0.5,0.5,0,0.03,
D07024,SIML,0,NA,NA,NA,0,
D07028,CHIL,35,3.23,3,1.26,1.74,
D07028,GAMM,0,NA,NA,NA,0,
D07028,NZMS,4,0.88,0.5,0.75,0.12,
D07028,SIML,0,NA,NA,NA,0,
D07029,CHIL,171,3.18,3,0.96,7.49,
D07029,GAMM,0,NA,NA,NA,0,
D07029,NZMS,4,2,2,0,0.43,
D07029,SIML,0,NA,NA,NA,0,
D07030,CHIL,78,3,3,1.1,3.19,
D07030,GAMM,4,1.75,1.5,0.96,0.28,
D07030,NZMS,4,0.62,0.5,0.25,0.03,
D07030,SIML,0,NA,NA,NA,0,
D07034,CHIL,302,3.1,3,1.27,14.04,
D07034,GAMM,0,NA,NA,NA,0,
D07034,NZMS,21,0.64,0.5,0.36,0.23,
D07034,SIML,0,NA,NA,NA,0,
D07035,CHIL,282,3,3,1,11.05,
D07035,GAMM,8,2.88,2.5,1.13,1.96,
D07035,NZMS,60,0.58,0.5,0.28,0.5,
D07035,SIML,1,3,3,NA,0.05,
D07036,CHIL,241,3.05,3,1.26,11.08,
D07036,GAMM,20,1.9,2,1.21,2.48,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D07036,NZMS,142,0.54,0.5,0.32,1.21,
D07036,SIML,0,NA,NA,NA,0,
D07037,CHIL,240,3.28,3,1.04,11.69,
D07037,GAMM,5,2.2,2,0.84,0.53,
D07037,NZMS,26,0.71,0.5,0.35,0.33,
D07037,SIML,2,3.5,3.5,2.12,0.27,
D07038,CHIL,244,3.14,3,1,10.51,
D07038,GAMM,11,2.73,3,0.9,2.16,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D07038,NZMS,137,0.59,0.5,0.37,1.45,
D07038,SIML,0,NA,NA,NA,0,
D07039,CHIL,95,3.34,3,1.17,5.02,
D07039,GAMM,0,NA,NA,NA,0,
D07039,NZMS,26,0.69,0.5,0.25,0.26,
D07039,SIML,1,6,6,NA,0.44,
D07040,CHIL,96,3.3,3,0.96,4.64,
D07040,GAMM,6,2.83,2.5,0.98,1.29,
D07040,NZMS,52,0.66,0.5,0.61,1.05,
D07040,SIML,0,NA,NA,NA,0,
D07041,CHIL,107,3.32,3,1.33,6.03,
D07041,GAMM,0,NA,NA,NA,0,
D07041,NZMS,1,3,3,NA,0.29,
D07041,SIML,0,NA,NA,NA,0,
D07042,CHIL,96,3.26,3,0.88,4.33,
D07042,GAMM,7,3.71,3,1.8,4.08,
D07042,NZMS,86,0.54,0.5,0.24,0.53,
D07042,SIML,0,NA,NA,NA,0,
D07043,CHIL,101,3.08,3,1.08,4.29,
D07043,GAMM,0,NA,NA,NA,0,
D07043,NZMS,24,0.52,0.5,0.1,0.11,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D07043,SIML,0,NA,NA,NA,0,
D07044,CHIL,297,3.74,4,1.2,20.13,
D07044,GAMM,0,NA,NA,NA,0,
D07044,NZMS,446,0.63,0.5,0.46,6.34,
D07044,SIML,0,NA,NA,NA,0,
D07045,CHIL,359,3.75,4,1.34,25.71,
D07045,GAMM,23,2.3,2,1.02,3.32,
D07045,NZMS,449,0.59,0.5,0.45,5.88,
D07045,SIML,0,NA,NA,NA,0,
D07046,CHIL,497,4.33,4,1.17,47.01,
D07046,GAMM,0,NA,NA,NA,0,
D07046,NZMS,637,0.58,0.5,0.19,4.09,
D07046,SIML,0,NA,NA,NA,0,
D07047,CHIL,426,3.86,4,1.19,31.32,
D07047,GAMM,0,NA,NA,NA,0,
D07047,NZMS,796,0.73,0.5,0.62,19.22,
D07047,SIML,2,3,3,0,0.11,
D07048,CHIL,340,3.91,4,1.21,25.76,
D07048,GAMM,0,NA,NA,NA,0,
D07048,NZMS,425,0.57,0.5,0.17,2.51,
D07048,SIML,0,NA,NA,NA,0,
D07049,CHIL,335,4.58,4.5,1.2,36.72,
D07049,GAMM,0,NA,NA,NA,0,
D07049,NZMS,566,0.65,0.5,0.64,13.09,
D07049,SIML,1,4,4,NA,0.13,"Fine sieve sample numbers manipulated to put counts > 30 in count extra bin, consistent with samples collected after SampleID 3800 (2017-07-12 JDM)."
D07657,CHIL,60,3.98,4,1.21,4.79,
D07657,GAMM,1,5,5,NA,0.86,
D07657,NZMS,7,0.86,0.5,0.56,0.16,
D07657,SIML,1,3,3,NA,0.05,
D07774,CHIL,30,3.4,3,0.89,1.5,
D07774,GAMM,6,2.5,2,1.38,1.26,
D07774,NZMS,7757,0.63,0.5,0.35,83.91,
D07774,SIML,3,3.67,3,1.15,0.36,
D07804,CHIL,9,3,3,1.22,0.36,
D07804,GAMM,14,1.57,1,0.85,0.83,
D07804,NZMS,2142,0.73,0.5,0.57,44.6,
D07804,SIML,0,NA,NA,NA,0,
D07807,CHIL,1,2,2,NA,0.01,
D07807,GAMM,2,4,4,1.41,1.06,
D07807,NZMS,95,0.85,0.5,0.5,2.07,
D07807,SIML,0,NA,NA,NA,0,
D07881,CHIL,53,2.97,3,0.97,2.07,
D07881,GAMM,4,1.25,1,0.5,0.09,
D07881,NZMS,6060,0.69,0.5,0.69,162.25,
D07881,SIML,5,1.8,2,0.84,0.08,
